parkCode,fullName,states,latitude,longitude,directionsInfo,operatingHours,title,category,description,url,addresses,name,lat_camp,lon_camp
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Toxic Cyanobacteria in the Virgin River and the streams of Zion National Park,Caution,Do not submerge your head in or filter drinking water from still or moving water.,https://www.nps.gov/zion/planyourvisit/toxic-cyanobacteria-bloom-in-the-virgin-river-and-the-streams-of-zion-national-park.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",South Campground,37.203742599284524,-112.98419155753885
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Toxic Cyanobacteria in the Virgin River and the streams of Zion National Park,Caution,Do not submerge your head in or filter drinking water from still or moving water.,https://www.nps.gov/zion/planyourvisit/toxic-cyanobacteria-bloom-in-the-virgin-river-and-the-streams-of-zion-national-park.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",Watchman Campground,37.1975852245451,-112.987306895859
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Narrows closed to hiking and canyoneering,Park Closure,The Narrows and all routes that exit through it are closed until the volume of water is below 150 cubic feet per second (CFS) for 24 hours. Riverside Walk (the paved trail that starts at the Temple of Sinawava) is open.,https://www.nps.gov/zion/planyourvisit/thenarrows.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",Lava Point Campground,37.3838790934259,-113.032845693121
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Narrows closed to hiking and canyoneering,Park Closure,The Narrows and all routes that exit through it are closed until the volume of water is below 150 cubic feet per second (CFS) for 24 hours. Riverside Walk (the paved trail that starts at the Temple of Sinawava) is open.,https://www.nps.gov/zion/planyourvisit/thenarrows.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",South Campground,37.203742599284524,-112.98419155753885
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Narrows closed to hiking and canyoneering,Park Closure,The Narrows and all routes that exit through it are closed until the volume of water is below 150 cubic feet per second (CFS) for 24 hours. Riverside Walk (the paved trail that starts at the Temple of Sinawava) is open.,https://www.nps.gov/zion/planyourvisit/thenarrows.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",Watchman Campground,37.1975852245451,-112.987306895859
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]","Lava Point Road, Overlook, and Campground closed",Park Closure,"The Lava Point area is closed due to snow. This is a regular, seasonal closure, and we will remove this alert when snow melts.",,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",Lava Point Campground,37.3838790934259,-113.032845693121
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]","Lava Point Road, Overlook, and Campground closed",Park Closure,"The Lava Point area is closed due to snow. This is a regular, seasonal closure, and we will remove this alert when snow melts.",,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",South Campground,37.203742599284524,-112.98419155753885
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]","Lava Point Road, Overlook, and Campground closed",Park Closure,"The Lava Point area is closed due to snow. This is a regular, seasonal closure, and we will remove this alert when snow melts.",,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",Watchman Campground,37.1975852245451,-112.987306895859
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Angels Landing Pilot Permit Program,Information,Everyone who hikes Angels Landing needs to have a permit. Learn why you need a permit and how to get one. This requirement does not affect entering the park or riding the park shuttle (when it is running).,https://www.nps.gov/zion/planyourvisit/angels-landing-hiking-permits.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",Lava Point Campground,37.3838790934259,-113.032845693121
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Angels Landing Pilot Permit Program,Information,Everyone who hikes Angels Landing needs to have a permit. Learn why you need a permit and how to get one. This requirement does not affect entering the park or riding the park shuttle (when it is running).,https://www.nps.gov/zion/planyourvisit/angels-landing-hiking-permits.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",South Campground,37.203742599284524,-112.98419155753885
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Angels Landing Pilot Permit Program,Information,Everyone who hikes Angels Landing needs to have a permit. Learn why you need a permit and how to get one. This requirement does not affect entering the park or riding the park shuttle (when it is running).,https://www.nps.gov/zion/planyourvisit/angels-landing-hiking-permits.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",Watchman Campground,37.1975852245451,-112.987306895859
zion,Zion National Park,UT,37.29839254,-113.0265138,"Zion National Park's main, south entrance and administrative offices are located near Springdale, Utah You may drive yourself on all open park roads except the Zion Canyon Scenic Drive. During most of the year, the Scenic Drive is accessed by shuttle bus only. Shuttles are free to ride. Board one in Springdale or at the Zion Canyon Visitor Center.","[{'exceptions': [], 'description': 'Zion National Park is open every day of the year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Zion National Park'}]",Construction at South Entrance near Springdale,Park Closure,There is one lane open into Zion and one lane open out of Zion at the park's south entrance. Expect delays entering the park. This is to accommodate drainage improvement work under the road.,https://www.nps.gov/zion/learn/news/zion-national-park-improves-drainage-pipes-near-south-entrance.htm,"[{'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Physical', 'line3': '', 'line2': '1 Zion Park Blvd.'}, {'postalCode': '84767', 'city': 'Springdale', 'stateCode': 'UT', 'line1': 'Zion National Park', 'type': 'Mailing', 'line3': '', 'line2': '1 Zion Park Blvd.'}]",Lava Point Campground,37.3838790934259,-113.032845693121
